,discount,price,no of items,location,class,segment,sub-class,delivery type,RID,profit,duration,address code new,Corporate,Home Office,fynota,kariox,qexty,Central,South,First Class,Same Day,Second Class,placement_week,placement_which_day,delivery_year,delivery_day,deliveryt_week,delivery_which_day,delivery_quarter
19,0.2,3.2287469446634636,3,South,qexty,Consumer,shorts,Second Class,9990,4.1028,0,34219.98952679228,0,0,0,0,1,0,1,0,0,1,1,0,2018,1,1,0,1
20,0.0,1.7817091333745536,3,Central,kariox,Consumer,lighting,Standard Class,9887,0.0,0,48944.98952679228,0,0,0,1,0,1,0,0,0,0,1,0,2018,1,1,0,1
21,0.15,5.672174841660258,2,West,qexty,Consumer,pants,First Class,3366,3.4196,1,93730.98952679228,0,0,0,0,1,0,0,1,0,0,1,0,2018,2,1,1,1
22,0.0,5.4378184053255945,2,Central,kariox,Consumer,laptop,Standard Class,6389,6.8982,1,49273.98952679228,0,0,0,1,0,1,0,0,0,0,1,0,2018,2,1,1,1
23,0.0,2.3570732782781154,2,Central,kariox,Consumer,phone,Standard Class,6388,4.752,1,49273.98952679228,0,0,0,1,0,1,0,0,0,0,1,0,2018,2,1,1,1
24,0.2,1.3681303904922195,1,East,kariox,Consumer,headset,Standard Class,3084,1.3257,1,11063.989526792278,0,0,0,1,0,0,0,0,0,0,1,0,2018,2,1,1,1
25,0.0,3.5956670723917576,4,West,kariox,Consumer,television,Standard Class,3797,12.0252,1,93076.98952679228,0,0,0,1,0,0,0,0,0,0,1,0,2018,2,1,1,1
26,0.2,5.808142489980444,3,West,qexty,Consumer,hoodies,Standard Class,3796,-16.65,1,93076.98952679228,0,0,0,0,1,0,0,0,0,0,1,0,2018,2,1,1,1
27,0.0,4.047078236421011,1,West,kariox,Consumer,laptop,Standard Class,3795,14.3075,1,93076.98952679228,0,0,0,1,0,0,0,0,0,0,1,0,2018,2,1,1,1
28,0.0,3.6908774567766094,6,West,kariox,Consumer,phone,Standard Class,9156,19.2384,0,90154.98952679228,0,0,0,1,0,0,0,0,0,0,1,0,2018,1,1,0,1
29,0.0,4.955545327778296,2,Central,qexty,Corporate,pants,First Class,8151,39.7488,0,58740.98952679228,1,0,0,0,1,1,0,1,0,0,1,0,2018,1,1,0,1
30,0.0,5.236335574192156,2,South,fynota,Home Office,colddrinks,Standard Class,2585,52.6344,0,23343.989526792277,0,1,1,0,0,0,1,0,0,0,1,0,2018,1,1,0,1
31,0.0,2.519308076505333,3,South,qexty,Home Office,shorts,Standard Class,2584,4.4712,0,23343.989526792277,0,1,0,0,1,0,1,0,0,0,1,0,2018,1,1,0,1
32,0.0,5.045680635839056,13,South,fynota,Home Office,colddrinks,Standard Class,2583,0.0,0,23343.989526792277,0,1,1,0,0,0,1,0,0,0,1,0,2018,1,1,0,1
33,0.0,2.8142103969306005,2,South,kariox,Home Office,phone,Standard Class,2582,8.34,0,23343.989526792277,0,1,0,1,0,0,1,0,0,0,1,0,2018,1,1,0,1
34,0.0,2.967332799032293,3,South,kariox,Home Office,phone,Standard Class,2581,9.3312,0,23343.989526792277,0,1,0,1,0,0,1,0,0,0,1,0,2018,1,1,0,1
35,0.0,6.194242112469319,8,South,kariox,Home Office,laptop,Standard Class,2580,0.0,0,23343.989526792277,0,1,0,1,0,0,1,0,0,0,1,0,2018,1,1,0,1
36,0.0,4.140273494110501,3,South,qexty,Home Office,shorts,Standard Class,2579,30.7818,0,23343.989526792277,0,1,0,0,1,0,1,0,0,0,1,0,2018,1,1,0,1
37,0.0,2.3683728335320486,2,Central,kariox,Corporate,headset,First Class,8150,5.0196,0,58740.98952679228,1,0,0,1,0,1,0,1,0,0,1,0,2018,1,1,0,1
38,0.2,4.026493895313926,4,West,kariox,Consumer,phone,First Class,5464,19.6224,0,86293.98952679228,0,0,0,1,0,0,0,1,0,0,1,0,2018,1,1,0,1
39,0.0,2.9601050959108397,2,West,qexty,Consumer,shorts,Standard Class,5738,5.79,0,91088.98952679228,0,0,0,0,1,0,0,0,0,0,1,0,2018,1,1,0,1
40,0.2,4.172292770269589,4,West,kariox,Corporate,battery,Second Class,5365,6.4864,0,98516.98952679228,1,0,0,1,0,0,0,0,0,1,1,0,2018,1,1,0,1
41,0.2,3.4404180948154366,3,Central,fynota,Consumer,chocolates,Standard Class,594,9.75,0,79080.98952679228,0,0,1,0,0,1,0,0,0,0,1,0,2018,1,1,0,1
42,0.2,2.234734426085871,2,Central,kariox,Consumer,television,Standard Class,593,1.168,0,79080.98952679228,0,0,0,1,0,1,0,0,0,0,1,0,2018,1,1,0,1
43,0.8,2.344686269012681,7,Central,kariox,Consumer,headset,Standard Class,7662,-18.2525,0,78379.98952679228,0,0,0,1,0,1,0,0,0,0,1,0,2018,1,1,0,1
44,0.6,4.3402667004256505,3,Central,qexty,Consumer,shorts,Standard Class,7661,-53.7096,0,78379.98952679228,0,0,0,0,1,1,0,0,0,0,1,0,2018,1,1,0,1
45,0.0,1.8779371654691073,1,South,kariox,Home Office,phone,Standard Class,7481,3.0084,0,43459.98952679228,0,1,0,1,0,0,1,0,0,0,1,0,2018,1,1,0,1
46,0.0,3.4378506993101907,4,South,kariox,Home Office,lighting,Standard Class,7480,0.3112,0,43459.98952679228,0,1,0,1,0,0,1,0,0,0,1,0,2018,1,1,0,1
47,0.0,6.627988464726837,4,South,fynota,Home Office,colddrinks,Standard Class,7479,204.1092,0,43459.98952679228,0,1,1,0,0,0,1,0,0,0,1,0,2018,1,1,0,1
48,0.0,5.971210818080714,2,South,fynota,Home Office,colddrinks,Standard Class,7478,113.6742,0,43459.98952679228,0,1,1,0,0,0,1,0,0,0,1,0,2018,1,1,0,1
49,0.7,3.4763048541489607,10,West,kariox,Consumer,headset,First Class,5463,-23.715999999999998,0,86293.98952679228,0,0,0,1,0,0,0,1,0,0,1,0,2018,1,1,0,1
50,0.0,6.41342616974461,2,South,kariox,Home Office,headset,Standard Class,7476,274.491,0,43459.98952679228,0,1,0,1,0,0,1,0,0,0,1,0,2018,1,1,0,1
51,0.0,7.85314645564092,9,South,qexty,Home Office,tshirts,Standard Class,7475,746.4078,0,43459.98952679228,0,1,0,0,1,0,1,0,0,0,1,0,2018,1,1,0,1
52,0.0,2.5478814489493886,3,South,kariox,Corporate,television,First Class,7181,5.2398,0,31644.989526792277,1,0,0,1,0,0,1,1,0,0,1,0,2018,1,1,0,1
54,0.2,2.972258917368349,3,East,kariox,Consumer,television,Standard Class,1760,4.8839999999999995,0,20182.989526792277,0,0,0,1,0,0,0,0,0,0,1,0,2018,1,1,0,1
55,0.8,1.264126727145683,2,Central,kariox,Home Office,headset,Standard Class,742,-5.487,0,61579.98952679228,0,1,0,1,0,1,0,0,0,0,1,0,2018,1,1,0,1
56,0.2,5.6085042943398875,3,Central,kariox,Home Office,laptop,Standard Class,741,-64.7748,0,61579.98952679228,0,1,0,1,0,1,0,0,0,0,1,0,2018,1,1,0,1
57,0.2,2.4667426791603293,3,Central,kariox,Home Office,tablet,Standard Class,740,4.2717,0,61579.98952679228,0,1,0,1,0,1,0,0,0,0,1,0,2018,1,1,0,1
58,0.0,1.0612565021243408,1,South,kariox,Corporate,tablet,Standard Class,866,1.3583,0,23192.989526792277,1,0,0,1,0,0,1,0,0,0,1,0,2018,1,1,0,1
59,0.0,3.9500892062346025,1,South,qexty,Corporate,shorts,Standard Class,867,21.2954,0,23192.989526792277,1,0,0,0,1,0,1,0,0,0,1,0,2018,1,1,0,1
60,0.0,1.7011051009599243,2,South,kariox,Home Office,television,Standard Class,7477,1.4796,0,43459.98952679228,0,1,0,1,0,0,1,0,0,0,1,0,2018,1,1,0,1
61,0.0,2.4300984132930052,2,South,kariox,Corporate,watch,Second Class,764,5.3392,0,72150.98952679228,1,0,0,1,0,0,1,0,0,1,1,0,2018,1,1,0,1
62,0.0,2.2965670206684825,2,East,qexty,Consumer,shorts,First Class,717,3.0814,0,20940.989526792277,0,0,0,0,1,0,0,1,0,0,1,0,2018,1,1,0,1
63,0.2,3.403594506261877,3,East,kariox,Consumer,tablet,Second Class,974,10.1493,0,20173.989526792277,0,0,0,1,0,0,0,0,0,1,1,0,2018,1,1,0,1
64,0.7,2.922516211222732,2,East,kariox,Consumer,headset,Second Class,973,-13.6312,0,20173.989526792277,0,0,0,1,0,0,0,0,0,1,1,0,2018,1,1,0,1
65,0.4,4.821893169499378,3,East,fynota,Consumer,colddrinks,Second Class,972,-31.05,0,20173.989526792277,0,0,1,0,0,0,0,0,0,1,1,0,2018,1,1,0,1
66,0.2,4.845005648982653,6,East,qexty,Consumer,shorts,Second Class,971,28.5984,0,20173.989526792277,0,0,0,0,1,0,0,0,0,1,1,0,2018,1,1,0,1
67,0.5,4.1264890155486675,4,East,qexty,Corporate,pants,First Class,6475,-53.2856,0,20179.989526792277,1,0,0,0,1,0,0,1,0,0,1,0,2018,1,1,0,1
68,0.7,1.2348899069606576,2,East,kariox,Consumer,headset,Standard Class,9630,-2.5212,0,44094.98952679228,0,0,0,1,0,0,0,0,0,0,1,0,2018,1,1,0,1
69,0.2,3.6218845852896577,7,East,kariox,Consumer,phone,Standard Class,9629,13.0928,0,44094.98952679228,0,0,0,1,0,0,0,0,0,0,1,0,2018,1,1,0,1
70,0.0,5.010301905195018,5,South,fynota,Consumer,chocolates,First Class,1914,65.97800000000001,0,31115.989526792277,0,0,1,0,0,0,1,1,0,0,1,0,2018,1,1,0,1
71,0.15,5.811137998960242,3,West,qexty,Consumer,pants,Standard Class,4939,3.9294,0,95148.98952679228,0,0,0,0,1,0,0,0,0,0,1,0,2018,1,1,0,1
72,0.0,7.1898090421750664,5,West,kariox,Consumer,laptop,Standard Class,4938,238.653,0,95148.98952679228,0,0,0,1,0,0,0,0,0,0,1,0,2018,1,1,0,1
73,0.0,6.302509079596654,6,South,qexty,Consumer,tshirts,Second Class,2979,87.3504,0,30503.989526792277,0,0,0,0,1,0,1,0,0,1,1,0,2018,1,1,0,1
74,0.0,6.350152463657217,6,South,kariox,Corporate,laptop,Second Class,768,34.3548,0,72150.98952679228,1,0,0,1,0,0,1,0,0,1,1,0,2018,1,1,0,1
75,0.0,1.7298840655099674,3,South,kariox,Corporate,headset,Second Class,767,2.7072,0,72150.98952679228,1,0,0,1,0,0,1,0,0,1,1,0,2018,1,1,0,1
76,0.0,6.471944359021592,6,South,fynota,Corporate,chocolates,Second Class,766,258.69599999999997,0,72150.98952679228,1,0,1,0,0,0,1,0,0,1,1,0,2018,1,1,0,1
77,0.0,2.990719731730447,5,West,kariox,Consumer,television,Standard Class,4940,6.567,0,95148.98952679228,0,0,0,1,0,0,0,0,0,0,1,0,2018,1,1,0,1
78,0.0,3.930648469551311,3,South,kariox,Corporate,watch,Second Class,765,25.47,0,72150.98952679228,1,0,0,1,0,0,1,0,0,1,1,0,2018,1,1,0,1
79,0.2,4.864205839849751,2,West,qexty,Consumer,tshirts,Standard Class,457,-24.294,0,95560.98952679228,0,0,0,0,1,0,0,0,0,0,1,1,2018,2,1,1,1
80,0.8,2.0744289998562917,2,Central,kariox,Consumer,battery,Standard Class,1334,-13.93,0,76259.98952679228,0,0,0,1,0,1,0,0,0,0,1,1,2018,2,1,1,1
81,0.8,0.0769610411361284,3,Central,kariox,Consumer,headset,Standard Class,1333,-1.7280000000000002,0,76259.98952679228,0,0,0,1,0,1,0,0,0,0,1,1,2018,2,1,1,1
82,0.2,3.061520014091994,5,West,kariox,Corporate,headset,Standard Class,7438,7.209,0,99144.98952679228,1,0,0,1,0,0,0,0,0,0,1,1,2018,2,1,1,1
83,0.2,2.7835286622781155,3,Central,kariox,Consumer,phone,Second Class,5467,6.066,0,78134.98952679228,0,0,0,1,0,1,0,0,0,1,1,1,2018,2,1,1,1
84,0.0,4.406231323370699,2,West,kariox,Corporate,battery,Standard Class,9763,22.9488,0,99142.98952679228,1,0,0,1,0,0,0,0,0,0,1,1,2018,2,1,1,1
85,0.0,5.4805139155288405,3,West,fynota,Corporate,chocolates,Standard Class,9762,86.3892,0,99142.98952679228,1,0,1,0,0,0,0,0,0,0,1,1,2018,2,1,1,1
86,0.2,3.992828499029589,14,Central,kariox,Consumer,television,Standard Class,9516,8.8088,0,61692.98952679228,0,0,0,1,0,1,0,0,0,0,1,1,2018,2,1,1,1
87,0.0,5.474872328447654,2,West,kariox,Corporate,charger,Standard Class,9764,4.7724,0,99142.98952679228,1,0,0,1,0,0,0,0,0,0,1,1,2018,2,1,1,1
88,0.6,3.22525543183224,5,Central,qexty,Consumer,shorts,Same Day,6082,-11.322000000000001,0,80463.98952679228,0,0,0,0,1,1,0,0,1,0,1,1,2018,2,1,1,1
89,0.2,3.4933510698326997,4,West,kariox,Consumer,phone,Standard Class,5512,11.1024,1,98543.98952679228,0,0,0,1,0,0,0,0,0,0,1,1,2018,3,1,2,1
90,0.0,4.132121926556131,3,Central,fynota,Corporate,chocolates,Standard Class,4521,22.4316,0,48413.98952679228,1,0,1,0,0,1,0,0,0,0,1,1,2018,2,1,1,1
91,0.0,3.011605622710281,4,Central,qexty,Corporate,shorts,Standard Class,4522,6.9088,0,48413.98952679228,1,0,0,0,1,1,0,0,0,0,1,1,2018,2,1,1,1
92,0.0,2.561867690924129,2,West,kariox,Home Office,phone,Standard Class,8504,6.2208,0,91088.98952679228,0,1,0,1,0,0,0,0,0,0,1,1,2018,2,1,1,1
93,0.8,2.180417459019838,5,Central,kariox,Consumer,headset,Standard Class,2883,-13.7175,0,61137.98952679228,0,0,0,1,0,1,0,0,0,0,1,1,2018,2,1,1,1
94,0.0,2.967332799032293,3,West,kariox,Consumer,phone,First Class,7611,9.3312,0,93592.98952679228,0,0,0,1,0,0,0,1,0,0,1,1,2018,2,1,1,1
95,0.2,1.9367252394782408,3,Central,kariox,Home Office,tablet,Standard Class,6530,2.3409,0,80946.98952679228,0,1,0,1,0,1,0,0,0,0,1,1,2018,2,1,1,1
96,0.8,1.4879480148463904,3,Central,kariox,Home Office,headset,Standard Class,6531,-6.8634,0,80946.98952679228,0,1,0,1,0,1,0,0,0,0,1,1,2018,2,1,1,1
97,0.2,3.1257073499757366,3,West,kariox,Consumer,phone,Standard Class,5513,7.6869,1,98543.98952679228,0,0,0,1,0,0,0,0,0,0,1,1,2018,3,1,2,1
98,0.2,2.9681555057837565,4,East,kariox,Consumer,television,First Class,9464,3.4048,1,44268.98952679228,0,0,0,1,0,0,0,1,0,0,1,1,2018,3,1,2,1
99,0.0,4.173771695853422,2,Central,kariox,Consumer,laptop,Second Class,9260,2.5984,0,66242.98952679228,0,0,0,1,0,1,0,0,0,1,1,1,2018,2,1,1,1
100,0.2,2.5355997641035186,2,Central,kariox,Consumer,laptop,Standard Class,8223,-2.5248,0,77056.98952679228,0,0,0,1,0,1,0,0,0,0,1,1,2018,2,1,1,1
101,0.0,3.949318790171843,3,Central,kariox,Consumer,headset,Second Class,9259,24.393,0,66242.98952679228,0,0,0,1,0,1,0,0,0,1,1,1,2018,2,1,1,1
102,0.0,5.807962293565865,3,Central,qexty,Consumer,shorts,Second Class,9258,53.2704,0,66242.98952679228,0,0,0,0,1,1,0,0,0,1,1,1,2018,2,1,1,1
103,0.0,2.265921108622454,2,Central,kariox,Consumer,headset,Second Class,9257,4.4344,0,66242.98952679228,0,0,0,1,0,1,0,0,0,1,1,1,2018,2,1,1,1
104,0.0,6.15038952609554,6,Central,fynota,Consumer,chocolates,First Class,541,206.31599999999997,0,55341.98952679228,0,0,1,0,0,1,0,1,0,0,1,1,2018,2,1,1,1
105,0.0,2.513656063073986,5,West,kariox,Home Office,lighting,Standard Class,1704,5.8045,0,93076.98952679228,0,1,0,1,0,0,0,0,0,0,1,1,2018,2,1,1,1
106,0.2,5.198276012367811,5,South,fynota,Consumer,colddrinks,Standard Class,9139,13.572000000000001,0,34749.98952679228,0,0,1,0,0,0,1,0,0,0,1,1,2018,2,1,1,1
107,0.2,4.428910220572732,2,West,kariox,Consumer,headset,Second Class,1518,27.248,0,99144.98952679228,0,0,0,1,0,0,0,0,0,1,1,1,2018,2,1,1,1
108,0.2,2.5856565528881434,3,West,kariox,Consumer,headset,Second Class,1519,4.3134,0,99144.98952679228,0,0,0,1,0,0,0,0,0,1,1,1,2018,2,1,1,1
109,0.2,4.417586810072432,3,West,kariox,Home Office,headset,Standard Class,1544,29.0136,0,93063.98952679228,0,1,0,1,0,0,0,0,0,0,1,1,2018,2,1,1,1
110,0.0,3.5333945512735414,4,West,kariox,Home Office,phone,Standard Class,1545,16.0928,0,93063.98952679228,0,1,0,1,0,0,0,0,0,0,1,1,2018,2,1,1,1
111,0.2,2.847696194726587,2,West,kariox,Corporate,headset,Second Class,8585,6.0368,0,93064.98952679228,1,0,0,1,0,0,0,0,0,1,1,1,2018,2,1,1,1
112,0.0,2.70805020110221,4,South,kariox,Corporate,tablet,First Class,1998,7.2,0,24359.989526792277,1,0,0,1,0,0,1,1,0,0,1,1,2018,2,1,1,1
113,0.0,5.085186025360552,1,South,fynota,Corporate,colddrinks,First Class,1999,42.0186,0,24359.989526792277,1,0,1,0,0,0,1,1,0,0,1,1,2018,2,1,1,1
114,0.7,2.908866340532329,2,South,kariox,Consumer,headset,Standard Class,9138,-12.224,0,34749.98952679228,0,0,0,1,0,0,1,0,0,0,1,1,2018,2,1,1,1
115,0.8,2.191876971009624,2,Central,kariox,Consumer,headset,Second Class,8981,-14.7708,0,61480.98952679228,0,0,0,1,0,1,0,0,0,1,1,1,2018,2,1,1,1
116,0.0,4.976388855367665,5,South,fynota,Corporate,colddrinks,First Class,2000,42.0355,0,24359.989526792277,1,0,1,0,0,0,1,1,0,0,1,1,2018,2,1,1,1
117,0.0,2.7040421797046714,3,Central,kariox,Consumer,tablet,Second Class,9256,6.8724,0,66242.98952679228,0,0,0,1,0,1,0,0,0,1,1,1,2018,2,1,1,1
118,0.0,2.859912550411456,2,South,kariox,Consumer,headset,Standard Class,5633,8.2062,0,24359.989526792277,0,0,0,1,0,0,1,0,0,0,1,1,2018,2,1,1,1
119,0.0,7.135862490925225,6,South,qexty,Consumer,hoodies,Standard Class,5632,75.3732,0,24359.989526792277,0,0,0,0,1,0,1,0,0,0,1,1,2018,2,1,1,1
120,0.0,4.109068957620483,1,Central,qexty,Consumer,tshirts,Second Class,9255,15.2225,0,66242.98952679228,0,0,0,0,1,1,0,0,0,1,1,1,2018,2,1,1,1
121,0.0,2.67827804276854,2,West,qexty,Home Office,shorts,First Class,9267,5.5328,0,90070.98952679228,0,1,0,0,1,0,0,1,0,0,1,1,2018,2,1,1,1
122,0.0,4.173771695853422,4,East,kariox,Corporate,laptop,Second Class,8736,9.744,0,11063.989526792278,1,0,0,1,0,0,0,0,0,1,1,1,2018,2,1,1,1
123,0.0,4.748057673536639,7,East,fynota,Corporate,chocolates,Standard Class,850,49.6048,0,8075.989526792278,1,0,1,0,0,0,0,0,0,0,1,1,2018,2,1,1,1
124,0.0,5.457242345535596,3,South,fynota,Consumer,chocolates,Standard Class,5631,103.15799999999999,0,24359.989526792277,0,0,1,0,0,0,1,0,0,0,1,1,2018,2,1,1,1
125,0.2,2.9965319537245554,3,South,qexty,Corporate,shorts,First Class,6166,5.5044,0,34840.98952679228,1,0,0,0,1,0,1,1,0,0,1,2,2018,3,1,2,1
126,0.0,2.667228206581955,5,South,kariox,Corporate,tablet,Standard Class,7585,6.624,0,23192.989526792277,1,0,0,1,0,0,1,0,0,0,1,2,2018,3,1,2,1
127,0.2,5.13720920615328,2,South,fynota,Corporate,chocolates,First Class,6167,53.2,0,34840.98952679228,1,0,1,0,0,0,1,1,0,0,1,2,2018,3,1,2,1
128,0.2,2.002560497343878,2,East,kariox,Consumer,television,Standard Class,196,1.2038,0,46050.98952679228,0,0,0,1,0,0,0,0,0,0,1,2,2018,3,1,2,1
129,0.2,1.7997276388772316,3,East,kariox,Consumer,television,Standard Class,197,1.5876,0,46050.98952679228,0,0,0,1,0,0,0,0,0,0,1,2,2018,3,1,2,1
130,0.2,2.7894458393062043,1,South,kariox,Corporate,laptop,Standard Class,5461,-3.8646,0,29845.989526792277,1,0,0,1,0,0,1,0,0,0,1,2,2018,3,1,2,1
131,0.0,8.160498247277502,7,South,fynota,Corporate,colddrinks,Standard Class,7584,909.9818,0,23192.989526792277,1,0,1,0,0,0,1,0,0,0,1,2,2018,3,1,2,1
132,0.0,4.811940423184356,3,South,kariox,Corporate,phone,Standard Class,7586,60.2553,0,23192.989526792277,1,0,0,1,0,0,1,0,0,0,1,2,2018,3,1,2,1
133,0.2,5.386218347722499,3,South,qexty,Consumer,tshirts,Standard Class,8346,-10.9188,0,38957.98952679228,0,0,0,0,1,0,1,0,0,0,1,2,2018,3,1,2,1
134,0.0,4.811696431478864,3,South,kariox,Corporate,headset,Standard Class,7588,59.0112,0,23192.989526792277,1,0,0,1,0,0,1,0,0,0,1,2,2018,3,1,2,1
135,0.2,4.0809215418899605,5,South,kariox,Consumer,tablet,Standard Class,8344,22.2,0,38957.98952679228,0,0,0,1,0,0,1,0,0,0,1,2,2018,3,1,2,1
136,0.2,3.4950519571337795,3,South,qexty,Consumer,shorts,Standard Class,8345,6.5904,0,38957.98952679228,0,0,0,0,1,0,1,0,0,0,1,2,2018,3,1,2,1
137,0.7,2.0339210263780267,4,South,kariox,Consumer,headset,Standard Class,1768,-5.8604,0,28444.989526792277,0,0,0,1,0,0,1,0,0,0,1,2,2018,3,1,2,1
138,0.7,3.9409019649785226,5,South,kariox,Consumer,headset,Standard Class,1769,-39.4565,0,28444.989526792277,0,0,0,1,0,0,1,0,0,0,1,2,2018,3,1,2,1
139,0.2,4.308810572342622,3,West,kariox,Corporate,phone,Standard Class,2871,23.235,0,86744.98952679228,1,0,0,1,0,0,0,0,0,0,1,2,2018,3,1,2,1
140,0.2,1.6078366310671266,3,South,qexty,Corporate,shorts,First Class,6165,1.3728,0,34840.98952679228,1,0,0,0,1,0,1,1,0,0,1,2,2018,3,1,2,1
141,0.0,2.2321626286975,4,South,kariox,Corporate,television,Standard Class,7587,2.7028,0,23192.989526792277,1,0,0,1,0,0,1,0,0,0,1,2,2018,3,1,2,1
142,0.7,3.5136328109919437,5,South,kariox,Corporate,headset,First Class,6164,-25.737,0,34840.98952679228,1,0,0,1,0,0,1,1,0,0,1,2,2018,3,1,2,1
143,0.2,2.081439544342509,3,South,kariox,Home Office,television,Standard Class,2700,1.002,0,33255.98952679228,0,1,0,1,0,0,1,0,0,0,1,2,2018,3,1,2,1
144,0.2,2.468777267858117,4,South,kariox,Corporate,tablet,First Class,6162,3.9852,0,34840.98952679228,1,0,0,1,0,0,1,1,0,0,1,2,2018,3,1,2,1
145,0.0,2.561867690924129,2,South,kariox,Corporate,phone,Standard Class,7430,6.3504,0,40251.98952679228,1,0,0,1,0,0,1,0,0,0,1,2,2018,3,1,2,1
146,0.0,2.772588722239781,4,South,kariox,Corporate,phone,Standard Class,7431,7.68,0,40251.98952679228,1,0,0,1,0,0,1,0,0,0,1,2,2018,3,1,2,1
147,0.0,3.4864572256129787,3,South,kariox,Corporate,battery,Standard Class,7432,8.4942,0,40251.98952679228,1,0,0,1,0,0,1,0,0,0,1,2,2018,3,1,2,1
148,0.2,4.841222065203014,6,East,kariox,Corporate,phone,Second Class,8011,41.1528,0,20173.989526792277,1,0,0,1,0,0,0,0,0,1,1,2,2018,3,1,2,1
149,0.5,6.710888450746147,4,South,fynota,Home Office,sweets,Standard Class,2697,-16.426,0,33255.98952679228,0,1,1,0,0,0,1,0,0,0,1,2,2018,3,1,2,1
150,0.5,10.027406392254088,6,South,fynota,Home Office,sweets,Standard Class,2698,-1811.0784,0,33255.98952679228,0,1,1,0,0,0,1,0,0,0,1,2,2018,3,1,2,1
151,0.2,3.062268797354235,4,South,kariox,Home Office,phone,Standard Class,2699,7.4816,0,33255.98952679228,0,1,0,1,0,0,1,0,0,0,1,2,2018,3,1,2,1
152,0.2,3.264231526588998,3,South,kariox,Corporate,laptop,First Class,6163,1.962,0,34840.98952679228,1,0,0,1,0,0,1,1,0,0,1,2,2018,3,1,2,1
153,0.2,5.7505133771438075,3,West,qexty,Corporate,tshirts,Standard Class,2872,-35.3646,0,86744.98952679228,1,0,0,0,1,0,0,0,0,0,1,2,2018,3,1,2,1
